id,year,questionNumber,createdBy,importBy,answerKeyUpdated,answerKeyUpdatedBy,source
rme_1999_q1,1999,1,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q10,1999,10,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q11,1999,11,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q12,1999,12,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q13,1999,13,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q14,1999,14,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q15,1999,15,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q16,1999,16,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q17,1999,17,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q18,1999,18,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q19,1999,19,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q2,1999,2,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q20,1999,20,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q21,1999,21,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q22,1999,22,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q23,1999,23,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q24,1999,24,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q25,1999,25,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q26,1999,26,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q27,1999,27,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q28,1999,28,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q29,1999,29,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q3,1999,3,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q30,1999,30,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q31,1999,31,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q32,1999,32,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q33,1999,33,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q34,1999,34,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q35,1999,35,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q36,1999,36,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q37,1999,37,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q38,1999,38,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q39,1999,39,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q4,1999,4,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q40,1999,40,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q5,1999,5,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q6,1999,6,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q7,1999,7,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q8,1999,8,"system_import_2024","",false,"","BECE 1999 RME"
rme_1999_q9,1999,9,"system_import_2024","",false,"","BECE 1999 RME"
rme_2000_q1,2000,1,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q10,2000,10,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q11,2000,11,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q12,2000,12,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q13,2000,13,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q14,2000,14,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q15,2000,15,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q16,2000,16,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q17,2000,17,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q18,2000,18,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q19,2000,19,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q2,2000,2,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q20,2000,20,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q21,2000,21,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q22,2000,22,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q23,2000,23,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q24,2000,24,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q25,2000,25,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q26,2000,26,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q27,2000,27,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q28,2000,28,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q29,2000,29,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q3,2000,3,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q30,2000,30,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q31,2000,31,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q32,2000,32,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q33,2000,33,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q34,2000,34,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q35,2000,35,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q36,2000,36,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q37,2000,37,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q38,2000,38,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q39,2000,39,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q4,2000,4,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q40,2000,40,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q5,2000,5,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q6,2000,6,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q7,2000,7,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q8,2000,8,"system_import_2024","",false,"","BECE 2000 RME"
rme_2000_q9,2000,9,"system_import_2024","",false,"","BECE 2000 RME"
rme_2001_q1,2001,1,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q10,2001,10,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q11,2001,11,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q12,2001,12,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q13,2001,13,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q14,2001,14,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q15,2001,15,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q16,2001,16,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q17,2001,17,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q18,2001,18,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q19,2001,19,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q2,2001,2,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q20,2001,20,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q21,2001,21,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q22,2001,22,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q23,2001,23,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q24,2001,24,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q25,2001,25,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q26,2001,26,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q27,2001,27,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q28,2001,28,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q29,2001,29,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q3,2001,3,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q30,2001,30,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q31,2001,31,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q32,2001,32,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q33,2001,33,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q34,2001,34,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q35,2001,35,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q36,2001,36,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q37,2001,37,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q38,2001,38,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q39,2001,39,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q4,2001,4,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q40,2001,40,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q5,2001,5,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q6,2001,6,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q7,2001,7,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q8,2001,8,"system_import_2024","",false,"","BECE 2001 RME"
rme_2001_q9,2001,9,"system_import_2024","",false,"","BECE 2001 RME"
rme_2002_a_q1,2002,1,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q10,2002,10,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q11,2002,11,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q12,2002,12,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q13,2002,13,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q14,2002,14,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q15,2002,15,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q16,2002,16,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q17,2002,17,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q18,2002,18,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q19,2002,19,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q2,2002,2,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q20,2002,20,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q21,2002,21,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q22,2002,22,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q23,2002,23,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q24,2002,24,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q25,2002,25,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q26,2002,26,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q27,2002,27,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q28,2002,28,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q29,2002,29,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q3,2002,3,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q30,2002,30,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q31,2002,31,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q32,2002,32,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q33,2002,33,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q34,2002,34,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q35,2002,35,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q36,2002,36,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q37,2002,37,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q38,2002,38,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q39,2002,39,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q4,2002,4,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q40,2002,40,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q5,2002,5,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q6,2002,6,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q7,2002,7,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q8,2002,8,"system_import_2024","",false,"","BECE 2002 RME"
rme_2002_a_q9,2002,9,"system_import_2024","",false,"","BECE 2002 RME"
rme_2003_q1,2003,1,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q10,2003,10,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q11,2003,11,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q12,2003,12,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q13,2003,13,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q14,2003,14,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q15,2003,15,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q16,2003,16,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q17,2003,17,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q18,2003,18,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q19,2003,19,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q2,2003,2,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q20,2003,20,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q21,2003,21,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q22,2003,22,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q23,2003,23,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q24,2003,24,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q25,2003,25,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q26,2003,26,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q27,2003,27,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q28,2003,28,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q29,2003,29,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q3,2003,3,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q30,2003,30,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q31,2003,31,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q32,2003,32,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q33,2003,33,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q34,2003,34,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q35,2003,35,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q36,2003,36,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q37,2003,37,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q38,2003,38,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q39,2003,39,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q4,2003,4,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q40,2003,40,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q5,2003,5,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q6,2003,6,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q7,2003,7,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q8,2003,8,"system_import_2024","",false,"","BECE 2003 RME"
rme_2003_q9,2003,9,"system_import_2024","",false,"","BECE 2003 RME"
rme_2004_q1,2004,1,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q10,2004,10,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q11,2004,11,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q12,2004,12,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q13,2004,13,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q14,2004,14,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q15,2004,15,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q16,2004,16,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q17,2004,17,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q18,2004,18,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q19,2004,19,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q2,2004,2,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q20,2004,20,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q21,2004,21,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q22,2004,22,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q23,2004,23,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q24,2004,24,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q25,2004,25,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q26,2004,26,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q27,2004,27,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q28,2004,28,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q29,2004,29,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q3,2004,3,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q30,2004,30,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q31,2004,31,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q32,2004,32,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q33,2004,33,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q34,2004,34,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q35,2004,35,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q36,2004,36,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q37,2004,37,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q38,2004,38,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q39,2004,39,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q4,2004,4,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q40,2004,40,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q5,2004,5,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q6,2004,6,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q7,2004,7,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q8,2004,8,"system_import_2024","",false,"","BECE 2004 RME"
rme_2004_q9,2004,9,"system_import_2024","",false,"","BECE 2004 RME"
rme_2005_q1,2005,1,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q10,2005,10,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q11,2005,11,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q12,2005,12,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q13,2005,13,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q14,2005,14,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q15,2005,15,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q16,2005,16,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q17,2005,17,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q18,2005,18,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q19,2005,19,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q2,2005,2,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q20,2005,20,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q21,2005,21,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q22,2005,22,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q23,2005,23,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q24,2005,24,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q25,2005,25,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q26,2005,26,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q27,2005,27,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q28,2005,28,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q29,2005,29,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q3,2005,3,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q30,2005,30,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q31,2005,31,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q32,2005,32,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q33,2005,33,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q34,2005,34,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q35,2005,35,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q36,2005,36,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q37,2005,37,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q38,2005,38,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q39,2005,39,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q4,2005,4,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q40,2005,40,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q5,2005,5,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q6,2005,6,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q7,2005,7,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q8,2005,8,"system_import_2024","",false,"","BECE 2005 RME"
rme_2005_q9,2005,9,"system_import_2024","",false,"","BECE 2005 RME"
rme_2006_q1,2006,1,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q10,2006,10,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q11,2006,11,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q12,2006,12,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q13,2006,13,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q14,2006,14,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q15,2006,15,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q16,2006,16,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q17,2006,17,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q18,2006,18,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q19,2006,19,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q2,2006,2,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q20,2006,20,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q21,2006,21,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q22,2006,22,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q23,2006,23,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q24,2006,24,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q25,2006,25,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q26,2006,26,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q27,2006,27,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q28,2006,28,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q29,2006,29,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q3,2006,3,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q30,2006,30,"system_import_2024","",false,"","BECE 2006 RME"
rme_2006_q31,2006,31,"system_import_2024","",false,"","BECE 2006 RME"
